"title"	"movieId"	"popularity"	"avgRating"
"The Fantasy Film Worlds of George Pal (1985)"	179223	1	3
"The Far Pavilions (1984)"	161470	1	5
"The Farewell Party (2014)"	133778	10	3.65
"The Farm of Tomorrow (1954)"	187383	4	1.875
"The Farm: Angola, USA (1998)"	135420	5	3.5
"The Farmer Takes a Wife (1935)"	117744	1	3.5
"The Farthest (2017)"	173735	27	4.05556
"The Fascist (1961)"	141078	2	3.25
"The Fat Albert Halloween Special (1977)"	126012	3	2
"The Fat and Lean Wrestling Match (1900)"	176239	4	3.5
"The Fat Spy (1966)"	131152	1	0.5
"The Fatal Encounter (2014)"	144380	13	3.96154
"The Fatal Glass of Beer (1933)"	170475	6	2.5
"The Fatal Mallet (1914)"	181979	2	3
"The Fate of the Furious (2017)"	170875	713	3.19916
"The Father and the Foreigner (2010)"	138316	1	3
"The Father of a Soldier (1964)"	127987	12	4.04167
"The Father's Love (2014)"	160692	1	3.5
"The Fault in Our Stars (2014)"	111921	2961	3.57785
"The Favourite"	183837	2	2
"The Fear of 13 (2015)"	152290	48	3.78125
"The Fear of Darkness (2014)"	152288	4	2
"The Fear of God: 25 Years of The Exorcist (1998)"	181339	1	3.5
"The Fear of Speed (2002)"	173585	1	1
"The Fearless Four (1997)"	131108	1	3
"The Fearless Triplets (2004)"	154442	3	1.5
"The Fearless Young Boxer (1979)"	165199	1	3.5
"The Fearmakers (1958)"	117746	1	3
"The Feast of the Goat (2006)"	168670	4	2.5
"The Feather Fairy (1985)"	184057	1	3
"The Feathered Serpent (1948)"	122199	1	3.5
"The Female Brain (2017)"	183609	7	2.64286
"The Female Bunch (1971)"	137529	1	1
"The Feminine Touch (1941)"	125091	3	3
"The Fencer (2015)"	133873	30	3.48333
"The Fiction Makers (1968)"	150218	1	3.5
"The Field Mouse (1941)"	170327	1	1
"The Fields (2011)"	175065	1	3
"The Fiend (1977)"	136379	2	3
"The Fiend of Athens... (1956)"	151810	12	3.75
"The Fifth Cord (1971)"	113309	9	2.5
"The Fifth Empire (2004)"	183061	1	3.5
"The Fifth Seal (1976)"	162464	12	3.79167
"The Fifth Season (2012)"	115975	4	3.75
"The Fight Within (2016)"	186359	2	2.5
"The Fighting 69th (1940)"	116933	8	3.25
"The Fighting Kentuckian (1949)"	175489	3	3.33333
"The Fighting Lady (1944)"	142751	1	3.5
"The Film Critic (2013)"	168568	2	3
"The Final Comedown (1972)"	157963	2	1.25
"The Final Girl (2010)"	121322	2	2.25
"The Final Girls (2015)"	130686	204	3.34559
"The Final Master (2015)"	159915	4	3.125
"The Final Member (2012)"	152208	8	3.6875
"The Final Programme (1973)"	172987	1	2
"The Final Prophecies (2010)"	181063	1	5
"The Final Sacrifice (1990)"	173113	3	3.16667
"The Final Storm (2010)"	176207	3	2.16667
"The Final Terror (1983)"	161674	5	2.2
"The Final Year (2017)"	183633	4	3.25
"The Fine Art of Love: Mine Ha-Ha (2005)"	124975	3	3.5
"The Finest Hour (1992)"	162446	2	3
"The Finest Hours (2016)"	151777	233	3.36266
"The Finzi Detective Agency (1979)"	119041	1	3
"The Fire Next Time (1993)"	155992	2	4.5
"The Firefly (1937)"	122841	1	2.5
"The Firefly (2013)"	177767	2	4.5
"The Firm (1989)"	183913	6	4.25
"The First (2014)"	178731	1	2.5
"The First Annual 'On Cinema' Oscar Special (2013)"	163665	1	4
"The First Film (2015)"	181011	1	5
"The First Lad (1959)"	183719	2	1.75
"The First Men in the Moon (2010)"	127102	9	2.72222
"The First Monday in May (2016)"	162682	11	3.59091
"The First Movie (2009)"	127176	3	2
"The First of the Few (1942)"	123258	3	3.33333
"The First Olympics: Athens 1896 (1984)"	142462	1	4
"The First Purge (2018)"	188303	35	2.25714
"The First Snow of Winter (1998)"	140521	5	2
"The First Teacher (1965)"	146032	2	3.5
"The First Time (1969)"	186457	2	2.5
"The First Time (1983)"	132030	2	2.5
"The First Turn-On! (1983)"	131944	3	2
"The First Year (2001)"	190351	1	3
"The Fish Fall in Love (2006)"	137134	1	4
"The Fisherman (2015)"	184587	2	3.25
"The Fishmen and Their Queen (1995)"	119870	1	0.5
"The Fits (2016)"	163020	37	3.28378
"The Five Man Army (1969)"	71458	6	3.16667
"The Fixer (2016)"	185311	1	3.5
"The Fjällbacka Murders: Friends for Life (2013)"	162108	1	2.5
"The Fjällbacka Murders: In the Eye of the Beholder (2013)"	162110	2	2.25
"The Fjällbacka Murders: The Coast Rider (2013)"	162112	1	2
"The Fjällbacka Murders: The Queen of Lights (2013)"	162106	3	3
"The Fjällbacka Murders: The Sea Gives, the Sea Takes (2013)"	162100	3	2.33333
"The Flag of Iron (1980)"	170561	3	2.33333
"The Flash 2 - Revenge of the Trickster (1991)"	151479	4	3.375
"The Fleet's In (1942)"	123137	1	3.5
"The Flesh (1991)"	137618	3	3.5
"The Flesh and Blood Show (1972)"	130934	4	2.75
"The Flesh and the Fiends (1961)"	123229	10	2.15
"The Flesh Eaters (1964)"	164352	6	2.25
"The Flicker (1966)"	189881	1	3
"The Flight (1970)"	134043	12	3.45833
"The Flight Before Christmas (2015)"	164713	1	4
"The Flight of the Eagle (1982)"	143283	2	3.5
"The Flintstones & WWE: Stone Age Smackdown (2015)"	136367	12	2.70833
"The Flirting Scholar (1993)"	184415	2	3.25
"The Floating Castle (2012)"	129905	2	4.25
"The Floorwalker (1916)"	144682	6	3.25
"The Florida Project (2017)"	177651	453	3.78477
"The Flower (1971)"	126026	2	1
"The Flower in His Mouth (1975)"	118568	2	2.75
"The Fluffy Movie (2014)"	135623	33	3.15152
"The Flyboys (2008)"	117318	4	3.75
"The Flying Dagger (1969)"	154742	3	1.83333
"The Flying Doctors of East Africa (1969)"	136896	3	2.66667
"The Flying Guillotine (1975)"	147702	3	3.66667
"The Flying Jalopy (1943)"	182101	2	3
"The Flying Machine (2011)"	126544	1	2
"The Flying Man (2013)"	155511	4	3
"The Flying Mouse (1934)"	145204	2	2.25
"The Flying Saucer (1964)"	136074	1	4
"The Flying Squirrel (1954)"	181805	1	3.5
"The Fog (2010)"	171447	2	3.25
"The Fool (2014)"	120625	163	4.02761
"The Fool of the World and the Flying Ship (1990)"	153106	1	3.5
"The Foot Shooting Party (1994)"	153666	1	2
"The Forbidden Dance (1990)"	161008	3	2.5
"The forbidden education (2012)"	146638	3	3.66667
"The Forbidden Quest (1993)"	153230	1	3
"The Forbidden Room (1977)"	143779	1	3
"The Forbidden Room (2015)"	127311	32	3.375
"The Force (2017)"	175177	2	3.25
"The Foreign Duck, the Native Duck and God in a Coin Locker (2007)"	124957	3	2.33333
"The Foreigner (2017)"	176933	318	3.44969
"The Forest (1982)"	163274	2	2
"The Forest (2009)"	151189	2	3.5
"The Forest (2012)"	120118	2	1.75
"The Forest (2016)"	150294	152	2.55592
"The Forest (2016)"	178403	2	3.25
"The Forest of the Lost Souls (2017)"	179377	1	4
"The Forger (2014)"	132056	51	2.88235
"The Forgiven (2018)"	189647	2	2.5
"The Forgotten (2014)"	165171	4	2.375
"The Forgotten Faces (1961)"	117722	2	3
"The Forgotten Ones (2008)"	145212	1	1
"The Forgotten Space (2010)"	128902	5	2.8
"The Forgotten Woman (2008)"	129703	1	3
"The Forlorned (2017)"	183781	1	2
"The Formula (2014)"	121859	5	2.9
"The Forsaken Land (2006)"	168974	2	4
"The Fort (2014)"	137299	5	4
"The Fortunes and Misfortunes of Moll Flanders (1996)"	176181	2	4.25
"The Forty-First (1927)"	146044	4	2.625
"The Fossil (1975)"	142046	2	3.75
"The Foster Boy (2011)"	168642	5	3.8
"The Founder (2016)"	166946	877	3.75428
"The Founding of a Republic (2009)"	144460	3	3.16667
"The Founding Of An Army (2017)"	184861	3	1.83333
"The Foundling (1939)"	173673	16	3.96875
"The Fountain (1989)"	120380	4	3.5
"The Fountain of Youth (1958)"	125587	3	3.66667
"The Four Feathers (1978)"	116787	3	3
"The Four Musicians of Bremen (1922)"	182129	1	2
"The Four Skulls of Jonathan Drake (1959)"	184895	2	2.5
"The Four Warriors (2015)"	136702	2	1.5
"The Four Who Came to Kill Sartana (1969)"	160064	2	3
"The Four Year Plan (2011)"	132586	6	3.75
"The Fourth Annual 'On Cinema' Oscar Special (2016)"	169280	1	4
"The Fourth Dimension (2012)"	154672	5	3.2
"The Fourth Phase (2016)"	167198	4	3.375
"The Fourth Victim (1971)"	129731	1	3.5
"The Fourth War (1990)"	130804	3	2.66667
"The Fourth Wise Man (1985)"	177393	1	3.5
"The Fox & the Child (2007)"	121148	15	3.63333
"The Fox and the Hare (1973)"	125932	12	2.83333
"The Fox and the Hound 2 (2006)"	126921	62	3.12097
"The Fox Hunt (1931)"	182213	1	2.5
"The Fox in the Chicken Coop (1978)"	185893	1	5
"The Foxy Merkins (2013)"	175677	1	2
"The FP (2012)"	136540	13	3.19231
"The Frame (2014)"	118710	34	3.22059
"The Frankenstein Theory (2013)"	153530	11	2.63636
"The Free World (2016)"	166757	1	2
"The Freebie (2010)"	122304	5	2.6
"The French Detective (1975)"	181537	1	3
"The French Kissers (2009)"	128989	13	3.53846
"The French Revolution (1989)"	147130	4	3.625
"The French Woman (1977)"	153656	1	3
"The Friend (2008)"	168676	2	3
"The Frog Princess (1954)"	188075	2	2.5
"The Front (2010)"	124721	1	3
"The Front Line (2009)"	181651	1	4
"The Frontier (2015)"	168916	2	3.25
"The Fruit Hunters (2012)"	133323	3	4.5
"The Fruit Is Ripe (1977)"	173601	3	3.5
"The Fruit is Swelling (1997)"	139839	1	3.5
"The Fruit Machine (1988)"	130778	2	3
"The Fuller Brush Girl (1950)"	125065	2	2.75
"The Fuller Brush Man (1948)"	124232	1	3
"The Fundamentals of Caring (2016)"	159717	515	3.73592
"The Funhouse Massacre (2015)"	160139	12	2.95833
"The Further Adventures of the Wilderness Family (1978)"	140569	2	2
"The Furthest End Awaits (2014)"	142616	1	2.5
"The Fury (2016)"	180073	2	3.5
"The Fury of a Patient Man (2016)"	164649	21	3.45238
"The Fury of the Wolf Man (1972)"	161080	2	1.5
"The Future (2013)"	138424	5	3.6
"The Future Is Woman (1984)"	137630	1	3
"The Future of Food (2004)"	185235	1	4
"The Future Perfect (2016)"	179847	1	2.5
"The Gallant Hours (1960)"	124182	2	3
"The Gallows (2015)"	138610	78	2.32692
"The Gambler (2013)"	159739	5	3.7
"The Gambler (2014)"	124859	252	3.0119
"The Gambler and the Lady (1952)"	130261	2	2.75
"The Game (2014)"	166735	4	4.125
"The Game Changers (2018)"	187583	1	5
"The Game Is Over (1966)"	170905	2	3.25
"The Game of Truth (2013)"	172665	11	3.45455
"The Gamechangers (2015)"	142388	24	3.14583
"The Gamers (2002)"	129358	21	3.2381
"The Gamers: Hands of Fate (2013)"	122946	14	3.53571
"The Gamers: Natural One (2014)"	166564	2	3
"The Games Maker (2014)"	134678	5	2.5
"The Games of Countess Dolingen (1981)"	186185	1	0.5
"The Gamma People (1956)"	93905	1	2
"The Gang of Oss (2011)"	183435	2	3.5
"The Gang That Sold America (1979)"	119039	1	3
"The Gangster (1947)"	123149	1	1.5
"The Garage (1979)"	141826	66	3.72727
"The Garden (1995)"	153174	6	3.58333
"The Garden (2006)"	189087	1	2
"The Garden (2008)"	134939	2	3.75
"The Garden of Afflictions 2017"	175335	2	3
"The Garden of Earthly Delights (2004)"	137184	1	3
"The Garden of Sinners - Chapter 1: Thanatos. (Overlooking View) (2007)"	148466	19	3.57895
"The Garden of Sinners - Chapter 2: …and nothing heart. (Murder Speculation Part A) (2007)"	148468	15	3.53333
"The Garden of Sinners - Chapter 3: ever cry, never life. (Remaining Sense of Pain) (2008)"	148470	14	3.39286
"The Garden of Sinners - Chapter 4: garan-no-dou. (The Hollow Shrine) (2008)"	157077	10	3.2
"The Garden of Sinners - Chapter 5: Paradox Paradigm (2008)"	130644	27	3.85185
"The Garden of Sinners - Chapter 6: Fairy Tale. (Oblivion Recording) (2008)"	148472	13	3.46154
"The Garden of Sinners - Chapter 7: ……not nothing heart. (Murder Speculation Part B) (2009)"	148474	18	3.47222
"The Garden of Sinners - The Final Chapter (Epilogue) (2011)"	157204	3	3.83333
"The Garden of Sinners: Future Gospel (2013)"	157079	9	3.22222
"The Garden of Women (1954)"	151023	1	3
"The Garden Was Full of Moon (2000)"	183629	1	5
"The Gardener (1912)"	126989	2	3
"The Gateway (2017)"	183593	7	2.85714
"The Gathering Storm (2002)"	174685	13	3.80769
"The Gaul (2001)"	167728	3	2.66667
"The Gauntlet (2013)"	143091	3	2.33333
"The Gay Deception (1935)"	141616	2	3.75
"The Gay Desperado (1936)"	164977	1	0.5
"The Gay Falcon (1941)"	125191	6	2.58333
"The Gay Shoe Clerk (1903)"	182541	2	2
"The Gazebo (1971)"	141321	9	3.61111
"The Geisha Boy (1959)"	123105	2	3
"The Gendarme and the Creatures from Outer Space (1978)"	146674	28	3.35714
"The Gendarme in New York (1965)"	146668	34	3.27941
"The Gendarme of St. Tropez (1964)"	146672	54	3.46296
"The Gendarme Takes Off (1970)"	146670	30	3.25
"The Gene Generation (2007)"	122050	14	2.28571
"The Genius Club (2006)"	145042	1	1
"The Genius of Marian (2013)"	137282	5	2.7
"The Genius of Marie Curie: The Woman Who Lit up the World (2013)"	165571	2	3.25
"The Gentle Indifference of the World (2018)"	188831	1	3
"The Gentleman from Epsom (1962)"	121017	7	3.71429
"The George McKenna Story (1986)"	137381	5	2.2
"The Gerber Syndrome: Il Contagio (2011)"	174361	1	1
"The Gerson Miracle (2004)"	158747	2	2.5
"The Getaway (1941)"	121807	1	1.5
"The Ghost (2004)"	144512	20	3.3
"The Ghost (2008)"	174605	9	3.33333
"The Ghost and the Whale (2015)"	117916	10	2.9
"The Ghost Army (2013)"	139918	5	4.1
"The Ghost of Flight 401 (1978)"	146208	1	0.5
"The Ghost of Kasane (1957)"	183923	1	4
"The Ghost of Yotsuya (1959)"	125467	10	2.85
"The Ghost Story of Oiwa's Spirit (1961)"	116421	1	3
"The Ghost Train (1901)"	152922	4	2.625
"The Ghost Train (1941)"	123591	6	4.16667
"The Ghosts in Our Machine (2013)"	128836	5	3.7
"The Ghoul (1975)"	122447	1	3
"The Ghoul (2017)"	176947	2	3.5
"The Giant (2016)"	167114	6	3.25
"The Giant Behemoth (1959)"	155645	3	2.66667
"The Giant King (2012)"	173631	2	2.5
"The Giants (2011)"	153448	6	3.33333
"The Gift (2003)"	177323	1	3
"The Gift (2014)"	155766	1	3
"The Gift (2015)"	140247	1089	3.54224
"The Gilded Cage (2013)"	116861	17	3.5
"The Gingerdead Man (2005)"	170281	3	2.33333
"The Girl and Death (2012)"	150606	7	3.21429
"The Girl and the Bugler (1965)"	188347	1	1.5
"The Girl and The Echo (1964)"	165177	2	4.25
"The Girl and the Fox (2011)"	158072	2	2.25
"The Girl from 10th Avenue (1935)"	125427	1	3
"The Girl From Missouri (1934)"	123516	3	3.33333
"The Girl from the Marsh Croft (1917)"	126993	1	3.5
"The Girl from the Marsh Croft (1935)"	140988	1	4.5
"The Girl from the Song (2017)"	175741	4	2.25
"The Girl From the Third Row (1949)"	187487	1	3.5
"The Girl from the Wardrobe (2013)"	184701	2	3.25
"The Girl in a Swing (1988)"	4596	43	2.88372
"The Girl in Black Stockings (1957)"	124745	2	2.75
"The Girl in Lovers Lane (1960)"	173043	2	2
"The Girl in the Book (2015)"	148701	17	3.58824
"The Girl in the Fog (2017)"	184445	16	3.84375
"The Girl in the Photographs (2015)"	156547	27	2.81481
"The Girl Most Likely (1958)"	181017	1	1.5
"The Girl Most Likely to... (1973)"	185577	4	2
"The Girl of the Golden West (1938)"	79124	6	2.75
"The Girl on the Broomstick (1972)"	190919	1	4
"The Girl on the Stone (2007)"	148771	2	2.25
"The Girl on the Train (2016)"	162602	867	3.29988
"The Girl Said No (1937)"	159951	1	0.5
"The Girl Who Invented Kissing (2017)"	182939	1	3
"The Girl Who Knew Too Much (1963)"	186567	3	3.66667
"The Girl with a Pistol (1968)"	126558	7	3.57143
"The Girl with All the Gifts (2016)"	164367	274	3.49453
"The Girl with the Hat Box (1927)"	134011	2	3.5
"The Girl with the Red Hair (1981)"	153985	1	2
"The girl With the Sulfur (2013)"	179631	1	4.5
"The Girl Without Hands (2016)"	164659	9	3.44444
"The Girls (1961)"	147196	66	4.05303
"The Girls (1968)"	126753	5	3.3
"The Girls in the Band (2013)"	146678	4	2.875
"The Gits (2008)"	157967	3	3.66667
"The Glass Castle"	169656	63	3.4127
"The Glass Cell (1978)"	173725	3	2.66667
"The Glass Shield (1994)"	245	271	2.9631
"The Glass Wall (1953)"	124384	1	2
"The Gleaners and I: Two Years Later (2002)"	153454	8	3.25
"The Glory Brigade (1953)"	128049	1	3
"The Glory Stompers (1967)"	141618	1	2.5
"The Gnome (2005)"	149128	3	4
"The Gnomes' Great Adventure (1987)"	175237	1	3.5
"The God Question (2014)"	183535	1	1.5
"The Goddess (2004)"	173549	10	3.7
"The Goddess of Spring (1934)"	182195	2	2.5
"The Godfather Family: A Look Inside (1990)"	188173	5	3.9
"The Godfather Legacy (2012)"	188155	1	3.5
"The Godfather Trilogy: 1972-1990 (1992)"	172591	372	4.34946
"The Godmother (2011)"	184601	1	4.5
"The Gods Must Be Funny in China (1994)"	184605	2	3.5
"The Godsend (1980)"	130702	3	3.5
"The Godthumb (2002)"	176715	2	3.25
"The Going Away Party (2015)"	191407	1	3
"The Gold Spinners (2013)"	127875	2	3.25
"The Golden Age of Comedy (1957)"	123042	3	3.33333
"The Golden Antelope (1954)"	176619	10	3.05
"The Golden Ball (1994)"	167108	1	4.5
"The Golden Bat (1966)"	134835	2	2.75
"The Golden Beetle (1907)"	174297	1	3
"The Golden Blade (1953)"	147084	1	3
"The Golden Calf (1968)"	133361	39	3.79487
"The Golden Cane Warrior (2014)"	164701	1	3
"The Golden Dream (2013)"	128626	20	3.775
"The Golden Era (2014)"	184321	1	3
"The Golden Eye (1948)"	123761	2	3
"The Golden Fortress (1974)"	163078	1	3.5
"The Golden Goose (1964)"	168008	1	4.5
"The Golden Key (1939)"	154802	4	2.625
"The Golden Touch (1935)"	182193	2	4.25
"The Golden Voyage of Sinbad (1973)"	3771	651	3.44086
"The Golem (1936)"	151094	2	3.5
"The Gong Show Movie (1980)"	125389	4	2.75
"The Goob (2015)"	143003	8	3.4375
"The Good Boy (2016)"	167790	13	3.15385
"The Good Cop (2004)"	181559	4	3.75
"The Good Die Young (1954)"	125229	1	2.5
"The Good Dinosaur (2015)"	136016	959	3.183
"The Good Father (1985)"	143857	2	4.25
"The Good Herbs (2010)"	175911	1	3.5
"The Good Humor Man (1950)"	163887	1	3
"The Good Lie (2013)"	133626	2	4.25
"The Good Lie (2014)"	118760	140	3.70357
"The Good Mistress (2014)"	136988	1	5
"The Good Mother (2013)"	121919	1	5
"The Good Nanny (2017)"	177279	2	2
"The Good Old Boys (1995)"	131409	2	4
"The Good Postman (2016)"	180557	1	3
"The Good Shepherd (2004)"	85609	3	1.5
"The Good Sister (2014)"	166467	1	4
"The Good Soldier Švejk (1956)"	178769	3	4.33333
"The Good Son (2011)"	126422	4	2.625
"The Good Student (2006)"	176891	3	1.83333
"The Good Witch (2008)"	159692	13	3.65385
"The Good Witch's Garden (2009)"	168034	6	3.91667
"The Good Witch's Gift (2010)"	168036	6	3.75
"The Good Witch's Wonder (2014)"	183561	1	4.5
"The Good, the Bad & the Corny (2017)"	183805	2	3.25
"The Good, the Bad, and Huckleberry Hound (1988)"	140363	1	5
"The Goodbye Kiss (2006)"	173213	1	3
"The Goose and the Gander (1935)"	144025	1	2
"The Gospel According to Philip K. Dick (2001)"	133421	1	3.5
"The Gospel of the Flesh (2013)"	185153	1	3
"The Gracefield Incident (2015)"	173307	17	1.55882
"The Graduates (1986)"	192541	2	2.5
"The Graduation (2017)"	190187	3	3.16667
"The Graffiti Artist (2006)"	157971	3	2.83333
"The Grammar of Happiness (2012)"	180107	1	4
"The Grand Duel (1972)"	136026	8	3.4375
"The Grandmother (1970)"	161032	34	3.55882
"The Grasshopper (1967)"	145871	1	4.5
"The Grasshopper (1970)"	124432	1	2.5
"The Grasshopper and the Ants (1934)"	182239	3	3.33333
"The Grave Digger"	152840	3	4
"The Graves (2010)"	165807	3	2
"The Greasy Strangler (2016)"	166777	33	2.9697
"The Great Alligator (1979)"	119836	3	2.33333
"The Great Alone (2015)"	160472	3	3.5
"The Great American Broadcast (1941)"	181021	1	5
"The Great American Girl Robbery (1979)"	131644	2	2.75
"The Great Bear (2011)"	126112	1	2.5
"The Great Flood (2012)"	154874	2	3.5
"The Great Garrick (1937)"	141323	3	3
"The Great Gatsby (1926)"	121618	11	3.54545
"The Great Gilly Hopkins (2016)"	168792	14	3.71429
"The Great Global Warming Swindle (2007)"	154256	3	2
"The Great Hip Hop Hoax (2013)"	181023	1	3
"The Great Houdini (1976)"	161572	1	3.5
"The Great Hypnotist (2014)"	143458	26	3.80769
"The Great Impostor (1961)"	135913	3	3.16667
"The Great Invisible (2014)"	132792	6	3.58333
"The Great Kidnapping (1973)"	118510	1	3.5
"The Great Land of Small (1987)"	191135	1	3.5
"The Great Madcap (1949)"	136612	2	3.75
"The Great Magician (2011)"	112625	22	3.13636
"The Great Man (1956)"	123250	1	3.5
"The Great Man Votes (1939)"	131411	1	3
"The Great Manhunt (1950)"	150407	1	3
"The Great Martian War 1913 - 1917 (2013)"	161330	3	3.16667
"The great match (2007)"	115994	5	3.7
"The Great McGonagall (1975)"	155784	1	2.5
"The Great Northfield Minnesota Raid (1972)"	96543	16	3.03125
"The Great Piggy Bank Robbery (1946)"	173947	8	3.125
"The Great Raid (2005)"	34536	387	3.46253
"The Great Rupert (1950)"	125245	1	3
"The Great Scout & Cathouse Thursday (1976)"	128249	2	3.25
"The Great Spy Chase (1964)"	121019	6	3.16667
"The Great St. Trinian's Train Robbery (1966)"	123537	1	5
"The Great Train Robbery (1903)"	49389	128	3.29688
"The Great Train Robbery (1978)"	6990	427	3.6089
"The Great Vazquez (2010)"	175523	2	3.25
"The Great Wall (2016)"	166918	451	3.06652
"The Great Waltz (1938)"	82584	5	2.9
"The Greater Good - Harry Potter Fan Film (2013)"	186777	3	3
"The Greatest Civil War on Earth (1961)"	178733	1	3.5
"The Greatest Ears in Town: The Arif Mardin Story (2010)"	141207	1	4
"The Greatest Man in Siam (1944)"	168506	1	4
"The Greatest Party on Earth (2016)"	169956	1	4
"The Greatest Showman (2017)"	180985	475	3.61579
"The Greek Tycoon (1978)"	145476	1	1.5
"The Green (2011)"	117061	6	3.66667
"The Green Elephant (1999)"	163060	21	2.40476
"The Green Fog (2017)"	188607	2	3.5
"The Green Glove (1952)"	164354	1	3
"The Green Hornet (1974)"	121835	3	2.83333
"The Green Inferno (2014)"	133832	142	2.85211
"The Green Lie (2018)"	185493	1	2
"The Green Prince (2014)"	118198	27	3.64815
"The Green Van (1983)"	128001	8	3.8125
"The Green Wall (1970)"	166449	4	3.5
"The Green Years (1963)"	121917	1	3.5
"The Green, Green Grass of Home (1982)"	149043	3	3
"The Greener Yard (1949)"	181911	2	2.25
"The Greenhorns"	189619	1	3
"The Greggs (2014)"	162836	1	3.5
"The Grey Wolf & The Riding Hood (1990)"	188285	2	3
"The Grief of Others (2015)"	145749	1	3
"The Grim Game (1919)"	144027	2	3.5
"The Grinch Grinches the Cat in the Hat (1982)"	142060	5	2.7
"The Grissom Gang (1971)"	124318	1	2.5
"The Grocery Boy (1932)"	182141	1	4
"The Groom (2016)"	175457	4	2.125
"The Grown-Ups (2016)"	181227	2	4.5
"The Gruesome Twosome (1967)"	135159	1	2.5
"The Gruffalo's Child (2011)"	128540	27	3.12963
"The Grump (2014)"	120112	21	3.38095
"The Grumpy (1986)"	140054	7	3.5
"The Guard from the Underground (1992)"	127325	1	2.5
"The Guardian Angel (2018)"	186273	3	2.83333
"The Guardians (2012)"	115998	16	3.59375
"The Guardsman (1931)"	124454	1	3
"The Guatemalan Handshake (2006)"	153238	5	2.1
"The Guernsey Literary and Potato Peel Pie Society (2018)"	186311	12	3.66667
"The Guest House (2012)"	139239	4	2
"The Guest House (2017)"	189209	1	3.5
"The Guide (2014)"	151915	6	4
"The Guillotines (2012)"	167478	3	3.5
"The Guilty (2000)"	177901	3	2.33333
"The Guilty (2018)"	189885	3	3.5
"The Gun (1978)"	118556	1	2.5
"The Gun Runners (1958)"	123689	1	2.5
"The Gun That Won the West (1955)"	116983	1	3
"The Gundown (2011)"	125421	1	2.5
"The Guns (1964)"	156909	2	4
"The Guvnors (2014)"	150598	2	3.25
"The Guy From Harlem (1977)"	137074	1	2
"The Guy from Our Cemetery (2015)"	173349	8	3.4375
"The Guyver: Bio-Booster Armor (1989)"	173591	4	3.125
"The Gypsy and the Gentleman (1958)"	158553	1	2
"The Hacker Wars (2014)"	132624	9	3.33333
"The Hagstone Demon (2011)"	131500	3	1.5
"The Hairdresser (2010)"	135198	7	3.92857
"The Hairy Tooth Fairy (2006)"	184029	1	3.5
"The Halfway House (2004)"	147388	2	2.5
"The Hallelujah Handshake (1970)"	119176	1	2.5
"The Halliday Brand (1957)"	165809	1	3
"The Hallow (2015)"	146307	90	2.97222
"The Halloween That Almost Wasn't (1979)"	126038	3	1.66667
"The Halt (2000)"	154880	2	3.5
"The Hamburg Cell (2004)"	177135	2	1
"The Handmaiden (2016)"	158783	926	4.08045
"The hands (2006)"	133733	4	1.875
"The Hands of Orlac (1960)"	123834	1	2
"The Hangman (1959)"	122191	2	4.25
"The Hangman (1964)"	179937	1	4.5
"The Hanoi Hilton (1987)"	116772	2	2.75
"The Happening (1967)"	133757	2	1.75
"The Happiest Day in the Life of Olli Mäki (2016)"	163510	27	3.88889
"The Happiness of the World (2016)"	187083	1	4
"The Happy Elf (2005)"	123876	2	1.75
"The Happy Film (2016)"	168936	4	4
"The Happy Hooker (1975)"	130660	1	0.5
"The Happy Hooker Goes To Washington (1977)"	130688	2	3.25
"The Happy House (2013)"	147116	2	2.5
"The Happy Prince (2018)"	189855	1	3.5
"The Hardy Bucks Movie (2013)"	146946	1	5
"The Harlem Globetrotters on Gilligan's Island (1981)"	140469	5	1.9
"The Harmonium in My Memory (1999)"	149444	4	3.25
"The Harmony Game (2011)"	126409	5	3.6
"The Harrad Experiment (1973)"	141195	2	2
"The Harry Hill Movie (2013)"	130349	3	2.5
"The Harvest (2013)"	132146	46	2.95652
"The Harvest of Sorrow (1998)"	172047	2	2.75
"The Hat (1999)"	192331	2	3
"The Hatchet Man (1932)"	121318	2	3.25
"The Hateful Eight (2015)"	128360	5179	3.85296
"The Hatred (2017)"	181215	8	1.875
"The Hatter's Ghost (1982)"	160602	2	3.75
"The Hatton Garden Job (2017)"	174663	6	2.5
"The Haunted Castle (1896)"	171465	10	2.25
"The Haunted Castle (1897)"	173981	3	2.66667
"The Haunted House (1982)"	119053	3	3
"The Haunting Hour: Don't Think About It (2007)"	122043	10	2.7
"The Haunting of Helena (2012)"	119689	20	2.325
"The Haunting of Lisa (1996)"	138148	1	2.5
"The Haunting of Whaley House (2012)"	145955	4	1.625
"The Head Of The Family (1967)"	135013	1	4
"The Head Vanishes (2016)"	165605	6	3.58333
"The Healer (2017)"	180965	2	2.5
"The Hearse (1980)"	123099	6	2.66667
"The Heart Machine (2014)"	117432	9	2.77778
"The Heart of Man (2017)"	191207	1	3.5
"The Heart of the Game (2005)"	171445	5	4.1
"The Heart of the World (2000)"	126927	26	3.67308
"The Hearts of Age (1934)"	118448	6	2.25
"The Heat (2006)"	172679	12	2.375
"The Heavenly Kid (1985)"	128251	14	3.14286
"The Heavy (2010)"	122086	2	2.25
"The Heineken Kidnapping (2011)"	148844	6	3.08333
"The Hellbenders (1967)"	124277	5	3.4
"The Hellcats (1968)"	173013	1	3.5
"The Hellfire Club (1961)"	129500	1	2.5
"The Hellstrom Chronicle (1971)"	146435	4	2
